case_id,datetime,language,question,approved_answer,category,source_type,source_id,status,notes
call_center_359,2026-06-19 23:05:33,ru,docType=facturas&type=buyer Pharma ?docType=facturas&type=buyer счет-фактура - фактура уз. га утмаган,Murojatingiz uchun raxmat rahmat! So'rov raqamingiz: 359 Operator tez orada ulanadi.,call_center,call_center,call_center_359,approved,Imported from call center API
call_center_358,2026-06-19 23:05:33,ru,Said Akbar ИНН Фактура жунатиб булмаяпти бу нимадан? ИНН Фактура жунатиб булмаяпти бу нимадан? Said Akbar (kadirovic_2006) ИНН Фактура жунатиб булмаяпти бу нимадан? Бизга келган приходи хам дона булиб келган Said Akbar (kadirovic_2006) ИНН Фактура жунатиб булмаяпти бу нимадан? Бизга келган приходи хам улчов бирлиги (дона) булиб келган,Murojatingiz uchun raxmat rahmat! So'rov raqamingiz: 358 Operator tez orada ulanadi. bu ikpu boyicha soliqga murojat etishiz kerak ekan,call_center,call_center,call_center_358,approved,Imported from call center API
call_center_354,2026-06-19 23:05:33,ru,"ИНН: 201 051 951 (00036 - AXBOROT HISOBLASH MARKAZI) филиал Доступ запрещён этому пользователю по выбранному тарифу организации. Обратитесь администратору данной организации. Marina Marina мы филиал. не можем зайти. Marina с утра заходила в кабинет, после 10 00 выдаёт эту ошибку Marina мои контакты 94 642 76 99 можете фото скинуть. откуда надо сделать активный 0721 vot у нас активный спасибо вам. СУПЕР!","чем могу вам помочь Ваш кабинет не активный стоит В настройке зайдите там сотрудни есть и там активний делайте Вот так стоит у вас Вот так у вас стоит Он так должен бит Хорошего вам дня Благодарим вас за обращение в службу поддержки Faktura.uz. Надеемся, что нам удалось помочь в решении вашего вопроса. Будем признательны, если вы оцените качество обслуживания. Спасибо за доверие и хорошего дня!",call_center,call_center,call_center_354,approved,Imported from call center API
call_center_353,2026-06-19 23:05:33,ru,Черновикда турган акт сверка хужжатини имзолашда шунака хатолик,Murojatingiz uchun raxmat rahmat! So'rov raqamingiz: 353 Operator tez orada ulanadi. Ассалмому алайкум Бу масала бойича бзани програмистла ишлашвоти Тогирланиши блан сизга хабар бераман,call_center,call_center,call_center_353,approved,Imported from call center API
call_center_350,2026-06-19 23:05:33,ru,Не могу отправить акт-сверки. Не могу отправить акт-сверки Спасибо,"здравствуйте сегодня заработает попробуйте отправить позже Благодарим вас за обращение в службу поддержки Faktura.uz. Надеемся, что нам удалось помочь в решении вашего вопроса. Будем признательны, если вы оцените качество обслуживания. Спасибо за доверие и хорошего дня!",call_center,call_center,call_center_350,approved,Imported from call center API
call_center_348,2026-06-19 23:05:33,ru,"Русский Добрый день, отправили доверенности 2 штуки почему то не садится в личный кабинет доверенного лица Добрый день, отправили доверенности 2 штуки почему то не садится в личный кабинет доверенного лица ?t=0 выходит такая ошибка при подписании доверенности Bek","По вашему запросу направляем ссылку для просмотра документа: Если потребуется дополнительная консультация или возникнут вопросы, будем рады помочь. Колл центр солик позвоните про этому ошибку Етот ошибка со стороны Солик Благодарим вас за обращение в службу поддержки Faktura.uz. Надеемся, что нам удалось помочь в решении вашего вопроса. Будем признательны, если вы оцените качество обслуживания. Спасибо за доверие и хорошего дня!",call_center,call_center,call_center_348,approved,Imported from call center API
call_center_347,2026-06-19 23:05:33,ru,Assalomu alekum Assalomu alekum.shu nima sababdan xatolik chiqarvotti,"Murojatingiz uchun raxmat rahmat! So'rov raqamingiz: 347 Operator tez orada ulanadi. Assalomu aleykum bu xatolikni ustidan xozir to'g'irlash ishlarini olib boryapmiz. Mutaxasislarimiz bugun tugatishga xarakat qilishadi Yana qanday yordam ko'rsatoliman? . , iltimos, xizmat sifatini baholang. Sizning fikringiz xizmatimiz sifatini yanada yaxshilashga yordam beradi.",call_center,call_center,call_center_347,approved,Imported from call center API
call_center_346,2026-06-19 23:05:33,ru,Ассалому алейкум Ҳужжат IDси ( Didox.uz ): Ҳужжат IDси ( Rouming.uz ): куринмаяпти шу счф,"Murojatingiz uchun raxmat rahmat! So'rov raqamingiz: 346 Operator tez orada ulanadi. Siz so'ragan hujjatni quyidagi havola orqali ko'rib chiqishingiz mumkin: Qo'shimcha savollar yuzaga kelsa, mamnuniyat bilan yordam beramiz. . , iltimos, xizmat sifatini baholang. Sizning fikringiz xizmatimiz sifatini yanada yaxshilashga yordam beradi.",call_center,call_center,call_center_346,approved,Imported from call center API
call_center_345,2026-06-19 23:05:33,ru,"Русский добрый день. В солике счет фактура отказана, но в фактуре.уз в отказанных ее нет Оператор обрый день. В солике счет фактура отказана, но в фактуре.уз в отказанных ее нет Добрый день. В солике счет фактура отказана, но в фактуре.уз в отказанных ее нет Добрый день. В солике счет фактура отказана, но в фактуре.уз в отказанных ее нет. ID: Спасибо большое","tekshirib ko'ringchi Благодарим вас за обращение в службу поддержки Faktura.uz. Надеемся, что нам удалось помочь в решении вашего вопроса. Будем признательны, если вы оцените качество обслуживания. Спасибо за доверие и хорошего дня!",call_center,call_center,call_center_345,approved,Imported from call center API
call_center_343,2026-06-19 23:05:33,ru,Тип ошибки: Error accessing Tasnif-Api. Status: 502 Тип ошибки: Error accessing Tasnif-Api. Status: 502 52707046500062 Тип ошибки: Error accessing Tasnif-Api. Status: 502 343 qanchada ishlidi hop,"Soliq toʻlovchining identifikatsiya raqami (TIN) toʻliq 9 ta raqamdan iborat boʻlishi kerak. Iltimos, qayta urinib koʻring. Soliq toʻlovchining identifikatsiya raqami (TIN) toʻliq 9 ta raqamdan iborat boʻlishi kerak. Iltimos, qayta urinib koʻring. . Murojatingiz uchun raxmat rahmat! So'rov raqamingiz: 343 Operator tez orada ulanadi. Бу ошибка соликдан Аник вокти йок Сог болинг саломат болинг . , iltimos, xizmat sifatini baholang. Sizning fikringiz xizmatimiz sifatini yanada yaxshilashga yordam beradi.",call_center,call_center,call_center_343,approved,Imported from call center API
call_center_342,2026-06-19 23:05:33,ru,"Ошибка в системе Оператор Tasnif-Api returned ""success"": false. Reason: Unable to acquire JDBC Connection; nested exception is org.hibernate.exception.JDBCConnectionException: Unable to acquire JDBC Connection все спс уже работает",здраствуйте можете дать энй деск? хорошо,call_center,call_center,call_center_342,approved,Imported from call center API
call_center_341,2026-06-19 23:05:33,ru,Бу канака хатолик? Бу канака хатолик,"Murojatingiz uchun raxmat rahmat! So'rov raqamingiz: 341 Operator tez orada ulanadi. . Hozirda rouming operatori (my.soliq.uz) tomonida texnik nosozlik kuzatilmoqda. Faktura.uz tizimi odatiy tartibda ishlamoqda. Yuzaga kelgan muammo haqida rouming operatori mutaxassislariga xabar berildi va hozirda muammoni bartaraf etish ishlari ular tomonidan olib borilmoqda. Iltimos, biroz vaqtdan so'ng qayta urinib ko'ring. Tushunganingiz uchun rahmat. . , iltimos, xizmat sifatini baholang. Sizning fikringiz xizmatimiz sifatini yanada yaxshilashga yordam beradi.",call_center,call_center,call_center_341,approved,Imported from call center API
call_center_340,2026-06-19 23:05:33,ru,"Vladoz Здравствуйте, что с сайтом? Vladoz Ошибка в системе Не работает подпись документов Сайт не работает при подписании документов выходят эти ошибки Когда заработает неизвестно?","Бу солик томонидан бовотган муамо Да У вас других вопросов нет Благодарим вас за обращение в службу поддержки Faktura.uz. Надеемся, что нам удалось помочь в решении вашего вопроса. Будем признательны, если вы оцените качество обслуживания. Спасибо за доверие и хорошего дня!",call_center,call_center,call_center_340,approved,Imported from call center API
call_center_339,2026-06-19 23:05:33,ru,bu qanaqa ashibka bu qanqa ashibka,Murojatingiz uchun raxmat rahmat! So'rov raqamingiz: 339 Operator tez orada ulanadi. bu xatolik rouming tomondan bo'voti,call_center,call_center,call_center_339,approved,Imported from call center API
call_center_336,2026-06-19 23:05:33,ru,docType=facturas&type=buyer ?docType=facturas&type=buyer счет-фактура - фактура уз. га утмаган ?docType=facturas&type=buyer,"Murojatingiz uchun raxmat rahmat! So'rov raqamingiz: 336 Operator tez orada ulanadi. По вашему запросу направляем ссылку для просмотра документа: Если потребуется дополнительная консультация или возникнут вопросы, будем рады помочь. . , iltimos, xizmat sifatini baholang. Sizning fikringiz xizmatimiz sifatini yanada yaxshilashga yordam beradi.",call_center,call_center,call_center_336,approved,Imported from call center API
call_center_335,2026-06-19 23:05:33,ru,"Здравствуйте со вчерашнего дня не может отправить фактуры При подписании эсф возникает ошибка со вчерашнего дня Их меньше 500 мы смогли отправить эсф, но они не синхронизируются Их меньше 5000 мы смогли отправить эсф, но они не синхронизируются ID: ID: ID: ID: ID: ID: Эта тоже не отправлялась потом смогли отправить В солик SakhapoV (Ildar_2612) ID: ID: ID: ID: ID: Это не тот id ? Их вообще не видно","можете обратится к soliq.uz Добрый день данная ошибка возникла со стороны роумига. Наша система функционирует в штатном режиме просим проверить введенные данные и если в документе указаны коды маркировки проверьте их кол-во со стороны роуминга установлен лимит в 5000 штук Не синхронизируется с какой системой? В файтура уз или в солике? С утра в роуминге сбои в их серверах данная проблема может быть связана с этим если у вас есть айди документов в роуминге то я могу постараться их синхронизировать Это айди с нашей системы в роуминге (солик) у них другой айди или их вообще не видно в солике? Давайте сделаем так мне нужно подключиться к вам удаленно. У вас есть эни деск? у нас сейчас обед если у вас есть возможность в 14:30 я смог бы к вам подключиться и взять код ошибки в формате басе64 и передать специалистам роуминге для ускорения процессе решения Благодарим вас за обращение в службу поддержки Faktura.uz. Надеемся, что нам удалось помочь в решении вашего вопроса. Будем признательны, если вы оцените качество обслуживания. Спасибо за доверие и хорошего дня!",call_center,call_center,call_center_335,approved,Imported from call center API
call_center_334,2026-06-19 23:05:33,ru,Оператор фактура ?docType=facturas&type=buyer ?docType=facturas&type=buyer ?docType=facturas&type=buyer хаммаси оттими шунда,"iltimos, xizmat sifatini baholang. Sizning fikringiz xizmatimiz sifatini yanada yaxshilashga yordam beradi. Ha tekshirib koring . , iltimos, xizmat sifatini baholang. Sizning fikringiz xizmatimiz sifatini yanada yaxshilashga yordam beradi.",call_center,call_center,call_center_334,approved,Imported from call center API
call_center_333,2026-06-19 23:05:33,ru,ID: INN faktura uzda ko'rinmebdi Qarab bering Faktura Qabul qilishim kerak Soliq.uzda bor Faktura uzda koʻrinmebdi Inn nima bo'ldi Qachon murojaatni ijobiy hal qilib berasizlar Nechi oyda hal qiberasla Vaqtda Bugunmi Alo,Murojatingiz uchun raxmat rahmat! So'rov raqamingiz: 333 Operator tez orada ulanadi. Бу нма дакумент сиз кабул квосизми или жонатвосизми Ид ни текшириб беролисмизми Тогри йокилганми Синхронизатсия бомайапти дакуметиз хозр програмистлага бердм кориб беришад Програмистлага берб койдм Текшириб чикишвоти програмистла,call_center,call_center,call_center_333,approved,Imported from call center API
call_center_332,2026-06-19 23:05:33,ru,Натали ?type=buyer Натали Здравствуйте! Натали Пожалуйста вот этот документ проверьте Натали На солик они есть на фактура нет Проверить статус Оператор Натали ?type=buyer Натали Здравствуйте! Натали Пожалуйста вот этот документ проверьте Натали На солик они есть на фактура нет,"Введите номер заявки: ! Мы заметили, что вы не завершили создание заявки в службе поддержки Faktura.uz. Надеемся, что ваш вопрос был успешно решен. Если проблема все еще актуальна, просим вас ознакомиться с инструкцией по работе с ботом и повторно создать обращение. Благодарим за использование наших сервисов и желаем вам успешной работы!",call_center,call_center,call_center_332,approved,Imported from call center API
call_center_331,2026-06-19 23:05:33,ru,Сч фактура принят булмаяпти Рахмат Ваалейкум ассалом ID кураолмадим эни дискдан куриб беринг илтимос ЗУЛАЙХО КУЗИБОЕВНА 1969551166 Sardor аъло Нима булди куриб чикдими Ассалому алейкум . Нур пай МЧЖ масаласи буйича нима булди билиб беринг илтимос счет фактура принят булмаган ЗУЛАЙХО КУЗИБОЕВНА Илтимос куриб беришсин жуда хам зарур Аъло Хурматли админ ёрдам берворинг АЛО ЖАВОБ БОРМИ ПЕРЕЧИСЛЕНИЯ КИЛИШ КЕРАК. Ассалому алейкум сч фактурани принят килиб булмаяпти Кимдир жавоб берадими,Murojatingiz uchun raxmat rahmat! So'rov raqamingiz: 331 Operator tez orada ulanadi. assalommu aleykum dokumentizni IDsini jonatolisizmi? mutaxasislarga berildi tayyor korib chiqishligi blan habar beraman yoq hali,call_center,call_center,call_center_331,approved,Imported from call center API
call_center_330,2026-06-19 23:05:33,ru,id inn faktura uzda korinmayapti korib berila id inn buniyam korib berila,"Murojatingiz uchun raxmat rahmat! So'rov raqamingiz: 330 Operator tez orada ulanadi. . , iltimos, xizmat sifatini baholang. Sizning fikringiz xizmatimiz sifatini yanada yaxshilashga yordam beradi.",call_center,call_center,call_center_330,approved,Imported from call center API
call_center_328,2026-06-19 23:05:33,ru,Здравствуйте Оператор Сч-ф с маркировкой не выгружаются на сайт Спасибо 994 067 990 IP адрес В черновиках все маркировка коды проблема в кодах? ок спасибо И вам спасибо,"Anydesk есть у вас Захажу В Anydesk На этот группу обратитесь они вам помогут Хорошего вам дня Благодарим вас за обращение в службу поддержки Faktura.uz. Надеемся, что нам удалось помочь в решении вашего вопроса. Будем признательны, если вы оцените качество обслуживания. Спасибо за доверие и хорошего дня!",call_center,call_center,call_center_328,approved,Imported from call center API
call_center_326,2026-06-19 23:05:33,ru,Ошибка в системе Ошибка в системе Ошибка в системе ID:,"Siz so'ragan hujjatni quyidagi havola orqali ko'rib chiqishingiz mumkin: Qo'shimcha savollar yuzaga kelsa, mamnuniyat bilan yordam beramiz. . , iltimos, xizmat sifatini baholang. Sizning fikringiz xizmatimiz sifatini yanada yaxshilashga yordam beradi.",call_center,call_center,call_center_326,approved,Imported from call center API
call_center_325,2026-06-19 23:05:33,ru,Hamrayeva Sug'diyona Assalomu alaykum. Markirovkali faktura yuborishda hatolik yuzaga kelib chiqyabti. Sabab nimada. Javob uchun oldindan rahmat 310 193 816 Hamrayeva Sug'diyona Assalomu alaykum. Markirovkali faktura yuborishda hatolik yuzaga kelib chiqyabti. Sabab nimada. Javob uchun oldindan rahmat,"Soliq toʻlovchining identifikatsiya raqami (TIN) toʻliq 9 ta raqamdan iborat boʻlishi kerak. Iltimos, qayta urinib koʻring. . Murojatingiz uchun raxmat rahmat! So'rov raqamingiz: 325 Operator tez orada ulanadi. . , iltimos, xizmat sifatini baholang. Sizning fikringiz xizmatimiz sifatini yanada yaxshilashga yordam beradi.",call_center,call_center,call_center_325,approved,Imported from call center API
call_center_323,2026-06-19 23:05:33,ru,"Ассалому алайкум, faktura.uz га USB-токен оркали киролмаяпмиз Ассалому алайкумб USB-token оркали киролмаяпмиз Faktura Support (fakturauzsupportbot) sistemaga kirishda va registratsiyada hozircha token kluch orqali kirib bomidi Qachon Token bilan kirish imkoniyati yaratiladi? Faktura Support (fakturauzsupportbot) sistemaga kirishda va registratsiyada hozircha token kluch orqali kirib bomidi Qachon USB-Token bilan kirish imkoniyati yaratiladi? Faktura Support (fakturauzsupportbot) hali aniq vohtini etomiman tez orada qilishka harakat qlamiz raxmat, Katta tashkilotlarda tokensiz ishlash qiyin, yuridik shaxslarga e-imzo xam tokenda beriladigan bo'ldiku","Murojatingiz uchun raxmat rahmat! So'rov raqamingiz: 323 Operator tez orada ulanadi. assalomu aleykum sistemaga kirishda va registratsiyada hozircha token kluch orqali kirib bomidi registratsiyadan otkan bosez login parol orqali kirib koring hali aniq vohtini etomiman tez orada qilishka harakat qlamiz tezlashtirishka harakat qlamiz . , iltimos, xizmat sifatini baholang. Sizning fikringiz xizmatimiz sifatini yanada yaxshilashga yordam beradi.",call_center,call_center,call_center_323,approved,Imported from call center API
call_center_322,2026-06-19 23:05:33,ru,"Здравствуйте, можете помочь пожалуйста, клиент не видит сч.ф. в дидоксе, уже сто раз синхронизировала, я поставщик везде вижу сч.ф., а они не могут ее подписать потому что не видят, у них только в старом солике ее видно, но там подписать они её не могут Здравствуйте, можете помочь пожалуйста, клиент не видит сч.ф. в дидоксе, уже сто раз синхронизировала, я поставщик везде вижу сч.ф., а они не могут ее подписать потому что не видят, у них только в старом солике ее видно, но там подписать они её не могут а все уже решилась проблема спасибо",пожалуйста дайте документ ID Хорошого вам вечера,call_center,call_center,call_center_322,approved,Imported from call center API
call_center_321,2026-06-19 23:05:33,ru,"Здравствуйте. Не могу зайти на сайт. При входе , возникает сразу ""Неверный логин или пароль"" В течении какого времени оператор сможет ответить?","Чем могу вам помочь Аказивается вам уже помогли наши операторы Благодарим вас за обращение в службу поддержки Faktura.uz. Надеемся, что нам удалось помочь в решении вашего вопроса. Будем признательны, если вы оцените качество обслуживания. Спасибо за доверие и хорошего дня!",call_center,call_center,call_center_321,approved,Imported from call center API
call_center_319,2026-06-19 23:05:33,ru,type=buyer ?type=buyer ?type=buyer,"iltimos, xizmat sifatini baholang. Sizning fikringiz xizmatimiz sifatini yanada yaxshilashga yordam beradi.",call_center,call_center,call_center_319,approved,Imported from call center API
call_center_317,2026-06-19 23:05:33,ru,Оператор ID: ID: можно это до обеда решить здравствуйте Faktura Support (fakturauzsupportbot) На Фаутара уз не видно ваши дакументи да все верно Faktura Support (fakturauzsupportbot) Ваши документы попали в Фактура уз да вижу спасибо большое за оперативность Faktura Support (fakturauzsupportbot) Другий вопроси нет у вас про Фактура уз пока нету спасибо,"На Фаутара уз не видно ваши дакументи Ваши документы попали в Фактура уз Другий вопроси нет у вас про Фактура уз Благодарим вас за обращение в службу поддержки Faktura.uz. Надеемся, что нам удалось помочь в решении вашего вопроса. Будем признательны, если вы оцените качество обслуживания. Спасибо за доверие и хорошего дня!",call_center,call_center,call_center_317,approved,Imported from call center API
call_center_316,2026-06-19 23:05:33,ru,Paymedan pul tashomayammiz Moliyaviy masala Paymedan pul tashomayammiz Ertalabdan beri shu axvol Xo'p buladi xozir Raxmat o'tdi 3 ga bulib utqazdim,"Murojatingiz uchun raxmat rahmat! So'rov raqamingiz: 316 Operator tez orada ulanadi. Paymeni mobil ilovasidan tolov qilishiz mumkin Pul miqdorini 3 ga bolib otkazib koringchi Aha hop sog' bo'ling . , iltimos, xizmat sifatini baholang. Sizning fikringiz xizmatimiz sifatini yanada yaxshilashga yordam beradi.",call_center,call_center,call_center_316,approved,Imported from call center API
call_center_314,2026-06-19 23:05:33,ru,id inn fakturada korinmayapti shuni korib berila,"Murojatingiz uchun raxmat rahmat! So'rov raqamingiz: 314 Operator tez orada ulanadi. Текшириб коринг дакументиз Фактура уз сайтига тушди Бошка саволариз йокми Фактура уз бойича агар бошка саволариз бомаса ман сухбатни йакунлаб койаман . , iltimos, xizmat sifatini baholang. Sizning fikringiz xizmatimiz sifatini yanada yaxshilashga yordam beradi.",call_center,call_center,call_center_314,approved,Imported from call center API
call_center_313,2026-06-19 23:05:33,ru,Ассалому алеком Murojat holatini tekshirish,"Soliq toʻlovchining identifikatsiya raqami (TIN) toʻliq 9 ta raqamdan iborat boʻlishi kerak. Iltimos, qayta urinib koʻring. Soliq toʻlovchining identifikatsiya raqami (TIN) toʻliq 9 ta raqamdan iborat boʻlishi kerak. Iltimos, qayta urinib koʻring. Soliq toʻlovchining identifikatsiya raqami (TIN) toʻliq 9 ta raqamdan iborat boʻlishi kerak. Iltimos, qayta urinib koʻring. Soliq toʻlovchining identifikatsiya raqami (TIN) toʻliq 9 ta raqamdan iborat boʻlishi kerak. Iltimos, qayta urinib koʻring. Soliq toʻlovchining identifikatsiya raqami (TIN) toʻliq 9 ta raqamdan iborat boʻlishi kerak. Iltimos, qayta urinib koʻring. Soliq toʻlovchining identifikatsiya raqami (TIN) toʻliq 9 ta raqamdan iborat boʻlishi kerak. Iltimos, qayta urinib koʻring. . ! Siz Faktura.uz qo'llab-quvvatlash xizmatida murojaat yaratish jarayonini yakunlamaganingizni payqadik. Muammoingiz muvaffaqiyatli hal bo'lgan deb umid qilamiz. Agar muammo hali ham dolzarb bo'lsa, botdan foydalanish bo'yicha yo'riqnoma bilan tanishib chiqishingizni va murojaatni qayta yaratishingizni so'raymiz. Xizmatlarimizdan foydalanganingiz uchun minnatdorchilik bildiramiz va ishlaringizga muvaffaqiyat tilaymiz!",call_center,call_center,call_center_313,approved,Imported from call center API
call_center_312,2026-06-19 23:05:33,ru,Assalomu aleykum shu fakturani korintirib beringlar INN Faktura Support (fakturauzsupportbot) Текшириб коринг дакументиз Фактура уз сайтига тушди rahmat,"Murojatingiz uchun raxmat rahmat! So'rov raqamingiz: 312 Operator tez orada ulanadi. Текшириб коринг дакументиз Фактура уз сайтига тушди Фактура уз бойича бошка саволариз йокми агар саволариз бомаса сухбатни йакунлиман . , iltimos, xizmat sifatini baholang. Sizning fikringiz xizmatimiz sifatini yanada yaxshilashga yordam beradi.",call_center,call_center,call_center_312,approved,Imported from call center API
call_center_311,2026-06-19 23:05:33,ru,Юмакс фарм сервис ID документа ( Didox.uz ): ID документа ( Rouming.uz ): обновления клб беринг ID документа ( Didox.uz ): ID документа ( Rouming.uz ): обновления клб беринг 🄱🄴🄷🅉🄾🄳 ID документа ( Didox.uz ): ID документа ( Rouming.uz ): 🄱🄴🄷🅉🄾🄳 ID документа ( Didox.uz ): ID документа ( Rouming.uz ): 🄱🄴🄷🅉🄾🄳 ID документа ( Didox.uz ): ID документа ( Rouming.uz ):,"Murojatingiz uchun raxmat rahmat! So'rov raqamingiz: 311 Operator tez orada ulanadi. . , iltimos, xizmat sifatini baholang. Sizning fikringiz xizmatimiz sifatini yanada yaxshilashga yordam beradi.",call_center,call_center,call_center_311,approved,Imported from call center API
call_center_310,2026-06-19 23:05:33,ru,Assalom alekum meni kamputerimdan fakturalarni imzolab bolmayapdi login xato deyapdi Assalom alekum meni kamputerimdan fakturalarni imzolab bolmayapdi login xato deyapdi Assalom alekum meni kamputerimdan fakturalarni imzolab bolmayapdi login xato deyapdi boshqa kampda usha parol bilan kirilayapdi Murojat holatini tekshirish Assalom alekum kluchni loginini xato deyapdi fakturaga kirayapdi,"Murojatingiz uchun raxmat rahmat! So'rov raqamingiz: 310 Operator tez orada ulanadi. moziy.savdo.servis@gmail.com bu loginiz zabili parol qilib paqol qayta tiklab kirishiz mumkin Any deskiz bormi . , iltimos, xizmat sifatini baholang. Sizning fikringiz xizmatimiz sifatini yanada yaxshilashga yordam beradi.",call_center,call_center,call_center_310,approved,Imported from call center API
call_center_308,2026-06-19 23:05:33,ru,⬆ shu fakturalar faktura uzda ko'rinmayabdi tepadagi soliq ID si,"Murojatingiz uchun raxmat rahmat! So'rov raqamingiz: 308 Operator tez orada ulanadi. . , iltimos, xizmat sifatini baholang. Sizning fikringiz xizmatimiz sifatini yanada yaxshilashga yordam beradi.",call_center,call_center,call_center_308,approved,Imported from call center API
call_center_307,2026-06-19 23:05:33,ru,Шу роуминг ИД сидаги фактуралар. Фактура уз сайтида куринмаяпти. Шуни куринтириб беринглар 1 Шу роуминг ИД сидаги фактуралар. Фактура уз сайтида куринмаяпти. Шуни куринтириб беринглар Шу роуминг ИД сидаги фактуралар. Фактура уз сайтида куринмаяпти. Шуни куринтириб беринглар 1 1 1 1 EHFda manfiy summa koʻrsatilgan. Qoʻshimcha (manfiy) EHF rasmiylashtirish uchun my3.soliq.uz saytidagi “Oʻtgan davrlar uchun faktura yozish (tuzatish) imkonini yaratish” xizmati orqali murojaat qoldiring Утган ойдаги жунатган фактурамизга возврат жунатаётгандим. Шунака ёзув чикариб кетмаяпти. Сабаби нима. Ха албатта 4га булип жунатсам кейин кетти. Битта жунатиб булмаслигини сабаби нима,Murojatingiz uchun raxmat rahmat! So'rov raqamingiz: 307 Operator tez orada ulanadi. Dopolnitelniy schot faktura jonatmoqchimisiz? Hujjat yaratvotkanizda dopolnitelniy qilib yaratizmi osha yuborgan hujjatizdan Jo'nata olgan bo'seyiz yaxshi lekin sababini bilmiyman,call_center,call_center,call_center_307,approved,Imported from call center API
call_center_306,2026-06-19 23:05:33,ru,"этот новый сф новый коды маркировки Уважаемые пользователи! В целях повышения безопасности, стабильности, производительности и качества работы сервиса планируется внедрение дополнительного механизма контроля доступа по доверенным IP-адресам. Данная мера направлена на: — повышение уровня защиты пользовательских данных; — предотвращение несанкционированного доступа к сервису; — обеспечение стабильной и бесперебойной работы системы; — повышение производительности и скорости обработки запросов; — повышение надежности взаимодействия с сервисом. В связи с этим просим пользователей, осуществляющих интеграцию с сервисом через API, предоставить перечень используемых внешних IP-адресов для их дальнейшего включения в список доверенных. После внедрения указанного механизма доступ к API будет осуществляться только с зарегистрированных IP-адресов. Просим направить перечень IP-адресов до 15.06.2026 г. Благодарим за понимание и сотрудничество. ——————————————————————————————— Hurmatli foydalanuvchilar! Xizmat xavfsizligi, barqarorligi, unumdorligi va xizmat ko'rsatish sifatini oshirish maqsadida ishonchli IP-manzillar bo'yicha qo'shimcha kirish nazorati mexanizmini joriy etish rejalashtirilmoqda. Mazkur chora quyidagilarga qaratilgan: — foydalanuvchi ma'lumotlari himoyasini kuchaytirish; — xizmatga ruxsatsiz kirishlarning oldini olish; — tizimning barqaror va uzluksiz ishlashini ta'minlash; — so'rovlarni qayta ishlash tezligi va unumdorligini oshirish; — xizmat bilan o'zaro ishlash ishonchliligini yanada yaxshilash. Shu munosabat bilan API orqali integratsiyani amalga oshirayotgan foydalanuvchilardan foydalanilayotgan tashqi IP-manzillar ro'yxatini ularni ishonchli manzillar ro'yxatiga kiritish uchun taqdim etishlarini so'raymiz. Mazkur mexanizm joriy etilgandan so'ng API orqali kirish faqat ro'yxatdan o'tkazilgan IP-manzillardan amalga oshiriladi. IP-manzillar ro'yxatini 15.06.2026 sanasiga qadar yuborishingizni so'raymiz. Tushunganingiz va hamkorligingiz uchun rahmat. Отправил","уточните свой вопрос. Я вас не поняла. Отправьте API адрес на нашу почту info@faktura.uz . , iltimos, xizmat sifatini baholang. Sizning fikringiz xizmatimiz sifatini yanada yaxshilashga yordam beradi. Благодарим вас за обращение в службу поддержки Faktura.uz. Надеемся, что нам удалось помочь в решении вашего вопроса. Будем признательны, если вы оцените качество обслуживания. Спасибо за доверие и хорошего дня!",call_center,call_center,call_center_306,approved,Imported from call center API
call_center_304,2026-06-19 23:05:33,ru,docType=facturas&type=buyer ?docType=facturas&type=buyer счет-фактура - фактура уз. га утмаган ?docType=facturas&type=buyer ?docType=facturas&type=buyer ?docType=facturas&type=buyer,"Murojatingiz uchun raxmat rahmat! So'rov raqamingiz: 304 Operator tez orada ulanadi. Ассаламу алайкум Текшириб коринг Бошка саволариз йокми Агар бошка саволариз бомаса сухбатни йакунлаб койаман Текшириб коринг Siz so'ragan hujjatni quyidagi havola orqali ko'rib chiqishingiz mumkin: Qo'shimcha savollar yuzaga kelsa, mamnuniyat bilan yordam beramiz. Siz so'ragan hujjatni quyidagi havola orqali ko'rib chiqishingiz mumkin: Qo'shimcha savollar yuzaga kelsa, mamnuniyat bilan yordam beramiz. По вашему запросу направляем ссылку для просмотра документа: Если потребуется дополнительная консультация или возникнут вопросы, будем рады помочь. . , iltimos, xizmat sifatini baholang. Sizning fikringiz xizmatimiz sifatini yanada yaxshilashga yordam beradi.",call_center,call_center,call_center_304,approved,Imported from call center API
call_center_303,2026-06-19 23:05:33,ru,AVIAKASSA fakturani tasdqlabbolmayapdi AVIAKASSA (leader_avia) AVIAKASSA fakturani tasdqlabbolmayapdi fakturani tasdiqlashda shunde xatolik beryapdi ?,Murojatingiz uchun raxmat rahmat! So'rov raqamingiz: 303 Operator tez orada ulanadi. Any deskiz bormi?,call_center,call_center,call_center_303,approved,Imported from call center API
call_center_302,2026-06-19 23:05:33,ru,фактура не можем отправить дает вот такое ошибку у всех СФ,здравствуйте обратитесь в группу маркировок. Ссылка приглашение ошибке указано,call_center,call_center,call_center_302,approved,Imported from call center API
