"case_id","datetime","language","question","bot_answer","sources","status","reason","admin_answer","notes"
"case_20260608_162752_921209","2026-06-08 16:27:52","uz","как создать ТТН","TTN (Tovarno-transportnaya nakladnaya) yaratish uchun quyidagi amallarni bajaring:

**Qisqa javob:**
Faktura.uz tizimida TTN yaratish uchun bosh sahifadagi ""TTN"" tugmasini bosing yoki yon menyudagi ""Hujjatlar"" bo'limini ochib, so'ng ""Hujjat yaratish""ni tanlang va ro'yxatdan TTNni tanlang.

**Nima qilish mumkin:**
1.  **Kirish:** Tizimning bosh sahifasida ""TTN"" tugmasini bosing. Yoki yon menyudagi ""Hujjatlar"" bo'limini oching, so'ng ""Hujjat yaratish"" tugmasini bosing va ro'yxatdan ""TTN""ni tanlang.
2.  **Shablonni tanlash:** ""TTN shabloni (yangi)""ni tanlang. Shablonni tanlagandan so'ng, TTN yaratish uchun redaktor ochiladi.
3.  **Maydonlarni to'ldirish:** Redaktorda quyidagi maydonlarni to'ldirish kerak:
    *   Tovarno-transportnaya nakladnayaning raqami va sanasi;
    *   Shartnoma raqami va sanasi;
    *   Tashish turini tanlash:
        *   Ombordan omborga: bitta tashkilotning omborlari orasida tovarlarni tashish.
        *   Sotuvchidan xaridorga: sotuvchidan xaridorga tovarlarni tashish.
        *   Qayta ishlash / saqlash: keyinchalik qayta ishlash yoki vaqtincha saqlash uchun korxonaga tovarlarni tashish.
    *   Yuk qabul qiluvchining INNini ko'rsating;
    *   Ekspeditorni tanlang.
4.  **Saqlash:** Ma'lumotlarni saqlash va TTNni yaratish uchun o'ng pastki burchakdagi ""Saqlash"" tugmasini bosing.

**Manba / asos:**
*   SOURCE 1: Товарно-транспортная накладная – WIKI FAKTURA.pdf (1-sahifa)
*   SOURCE 2: Товарно-транспортная накладная – WIKI FAKTURA.pdf (2-sahifa)
*   SOURCE 3: Товарно-транспортная накладная – WIKI FAKTURA.pdf (6-sahifa)","Товарно-транспортная накладная – WIKI FAKTURA.pdf | distance = 10.614230155944824; Товарно-транспортная накладная – WIKI FAKTURA.pdf | distance = 10.979942321777344; Товарно-транспортная накладная – WIKI FAKTURA.pdf | distance = 13.256441116333008; Счет-фактура (ПКМ № 489) – WIKI FAKTURA.pdf | distance = 15.004136085510254; Оповещение – WIKI FAKTURA.pdf | distance = 16.553070068359375","skipped","weak_source_distance","","Auto-saved by bot_engine because answer/context/source quality is weak."
"case_20260608_163023_364922","2026-06-08 16:30:23","en","как создатьТТН","To create a Waybill (ТТН) in Faktura.uz, follow these steps:

**Brief Answer:**
You can create a Waybill by navigating to the ""TTN"" button on the main page or through the ""Documents"" section, then filling out the required fields in the editor.

**What you can check:**
1.  **Start Creation:**
    *   On the system's main page, click the ""ТТН"" button.
    *   Alternatively, open the ""Documents"" section in the side menu, then select ""Create document"" and choose ""ТТН"" from the list.
2.  **Select Template:**
    *   Choose the ""ТТН (new)"" template.
3.  **Fill in Details:**
    *   In the Waybill editor, you need to fill in the following fields:
        *   Waybill number and date.
        *   Contract number and date.
        *   Type of transportation (e.g., ""From warehouse to warehouse"", ""From seller to buyer"", ""Processing / storage"").
        *   Consignee's TIN (ИНН Грузополучателя).
        *   Freight Forwarder (Экспедитор).
4.  **Save:**
    *   To save the data and create the Waybill, click the ""Save"" button in the lower right corner.

**Source / Basis:**
*   SOURCE 2, Page 1, ""На главной странице системы нажмите на кнопку « ТТН » или откройте раздел « Документы » в боковом меню системы затем « Создать документ » и выберите из списка ТТН .""
*   SOURCE 2, Page 2, ""Выберите шаблон ТТН ( новая ).""
*   SOURCE 1, Page 2, ""В редакторе ТТН необходимо заполнить следующие поля: 1. Номер и дату товарно - транспортной накладной; 2. Номер и дату договора; 3. Выбор типа перевозки; 4. Укажите ИНН Грузополучателя; 5. Выбор Экспедитора.""
*   SOURCE 3, Page 6, ""Для сохранения данных и создания ТТН нажмите на кнопку « Сохранить » в правом нижнем углу .""","Товарно-транспортная накладная – WIKI FAKTURA.pdf | distance = 7.660914421081543; Товарно-транспортная накладная – WIKI FAKTURA.pdf | distance = 8.581355094909668; Товарно-транспортная накладная – WIKI FAKTURA.pdf | distance = 9.349599838256836; Счет-фактура (ПКМ № 489) – WIKI FAKTURA.pdf | distance = 10.763669967651367; Оповещение – WIKI FAKTURA.pdf | distance = 11.16470718383789","skipped","weak_source_distance","","Auto-saved by bot_engine because answer/context/source quality is weak."
"case_20260608_163733_152838","2026-06-08 16:37:33","ru","как создать ТТН","AI-модель временно недоступна из-за высокой нагрузки. Пожалуйста, попробуйте повторить запрос позже.","Товарно-транспортная накладная – WIKI FAKTURA.pdf | distance = 10.614230155944824; Товарно-транспортная накладная – WIKI FAKTURA.pdf | distance = 10.979942321777344; Товарно-транспортная накладная – WIKI FAKTURA.pdf | distance = 13.256441116333008; Счет-фактура (ПКМ № 489) – WIKI FAKTURA.pdf | distance = 15.004136085510254; Оповещение – WIKI FAKTURA.pdf | distance = 16.553070068359375","rejected","weak_source_distance","","Auto-saved by bot_engine because answer/context/source quality is weak."
"case_20260608_164704_020418","2026-06-08 16:47:04","uz","🇬🇧 English","AI model hozircha yuqori yuklama sababli vaqtincha mavjud emas. Iltimos, birozdan keyin qayta urinib ko‘ring.","Подразделения – WIKI FAKTURA.pdf | distance = 25.943437576293945; Счет-фактура акциз (ПКМ № 489) – WIKI FAKTURA.pdf | distance = 26.347396850585938; Сотрудники – WIKI FAKTURA.pdf | distance = 26.92654800415039; Односторонний электронный счет-фактура – WIKI FAKTURA.pdf | distance = 27.704919815063477; Согласование документов – WIKI FAKTURA.pdf | distance = 27.751605987548828","rejected","weak_source_distance","","Auto-saved by bot_engine because answer/context/source quality is weak."
"case_20260608_171831_467641","2026-06-08 17:18:31","ru","https://t.me/fakturauz","Это ссылка на официальный Telegram-канал Faktura.uz.

Что можно проверить:
Это одна из социальных сетей Faktura.uz, где обычно публикуются новости, обновления или предоставляется поддержка.

Источник / основание из базы:
Данная ссылка указана в разделе ""Социальные сети"" в нескольких документах базы знаний Faktura.uz, например, в ""Счет-фактура акциз (ПКМ № 489) – WIKI FAKTURA.pdf"" и ""Филиалы – WIKI FAKTURA.pdf"".","Счет-фактура акциз (ПКМ № 489) – WIKI FAKTURA.pdf | distance = 3.5942957401275635; Односторонний электронный счет-фактура – WIKI FAKTURA.pdf | distance = 3.627610206604004; Подразделения – WIKI FAKTURA.pdf | distance = 3.7003679275512695; Филиалы – WIKI FAKTURA.pdf | distance = 4.067781448364258; Счет-фактура ФАРМ(ПКМ № 489) – WIKI FAKTURA.pdf | distance = 4.167425632476807","skipped","weak_source_distance","","Auto-saved by bot_engine because answer/context/source quality is weak."
"case_20260609_101458_987365","2026-06-09 10:14:58","ru","Проверь ИНН 489043363","Error in generating answer: argument of type 'bool' is not iterable","Faktura API: CheckCompanyExist","rejected","generator_error","","argument of type 'bool' is not iterable"
"case_20260609_132954_666659","2026-06-09 13:29:54","ru","Какие типы документов есть в Faktura?","Error in generating answer: argument of type 'bool' is not iterable","Faktura API: GetDocumentTypes","needs_review","generator_error","","argument of type 'bool' is not iterable"
"case_20260609_134003_116549","2026-06-09 13:40:03","ru","Как создать ТТН","AI-модель временно недоступна из-за высокой нагрузки. Пожалуйста, попробуйте повторить запрос позже.","Товарно-транспортная накладная – WIKI FAKTURA.pdf | distance = 12.12990951538086; Товарно-транспортная накладная – WIKI FAKTURA.pdf | distance = 13.053922653198242; Товарно-транспортная накладная – WIKI FAKTURA.pdf | distance = 15.497387886047363; Счет-фактура (ПКМ № 489) – WIKI FAKTURA.pdf | distance = 17.482759475708008; Оповещение – WIKI FAKTURA.pdf | distance = 18.994892120361328","needs_review","weak_source_distance","","Auto-saved by bot_engine because answer/context/source quality is weak."
"case_20260609_134129_186547","2026-06-09 13:41:29","ru","как создать ТТН","AI-модель временно недоступна из-за высокой нагрузки. Пожалуйста, попробуйте повторить запрос позже.","Товарно-транспортная накладная – WIKI FAKTURA.pdf | distance = 10.614230155944824; Товарно-транспортная накладная – WIKI FAKTURA.pdf | distance = 10.979942321777344; Товарно-транспортная накладная – WIKI FAKTURA.pdf | distance = 13.256441116333008; Счет-фактура (ПКМ № 489) – WIKI FAKTURA.pdf | distance = 15.004136085510254; Оповещение – WIKI FAKTURA.pdf | distance = 16.553070068359375","needs_review","weak_source_distance","","Auto-saved by bot_engine because answer/context/source quality is weak."
"case_20260609_134425_235585","2026-06-09 13:44:25","ru","как войти в аккаунт","Чтобы войти в аккаунт Faktura.uz, выполните следующие шаги:

**Как войти:**
1. Откройте веб-браузер и перейдите на сайт https://faktura.uz.
2. На главной странице нажмите кнопку «Войти» (расположена в правом верхнем углу).

**Что можно проверить, если возникли проблемы со входом:**
Если не получается войти, проверьте следующее:
*   **Данные для входа:** Убедитесь, что правильно ввели номер телефона или адрес электронной почты, а также пароль.
*   **ЭЦП (если используется):** Если вход связан с ЭЦП, проверьте, что сертификат ЭЦП доступен на вашем компьютере и корректно работает через e-imzo.
*   **Статус сотрудника:** Если вы являетесь сотрудником, уточните, был ли ваш аккаунт добавлен администратором и активировали ли вы приглашение.

**Что делать, если забыли пароль:**
Если вышеперечисленные шаги не помогли, и вы подозреваете, что забыли пароль, вы можете его сбросить:
1.  На странице входа в систему найдите ссылку «Забыли пароль?» или аналогичную. Нажмите на нее.
2.  Вам будет предложено ввести адрес электронной почты, связанный с вашим аккаунтом. Введите его и отправьте запрос.
3.  Проверьте указанный адрес электронной почты. На него придет письмо с инструкциями по восстановлению пароля. Следуйте этим инструкциям.
4.  После перехода по ссылке из письма вы сможете создать новый пароль для вашего аккаунта.

Если доступ восстановить не удалось, обратитесь в поддержку Faktura.uz по телефону +998 71 200 00 13.

**Источник / основание:**
*   approved_case:manual_login_001
*   Регистрация в системе Faktura.uz – WIKI FAKTURA.pdf","approved_case:manual_login_001 | distance = 4.521193981170654; Регистрация в системе Faktura.uz – WIKI FAKTURA.pdf | distance = 7.1351728439331055; approved_case:manual_login_001 | distance = 8.540674209594727; Согласование документов – WIKI FAKTURA.pdf | distance = 8.976272583007812; Регистрация в системе Faktura.uz – WIKI FAKTURA.pdf | distance = 9.00132942199707","needs_review","weak_source_distance","","Auto-saved by bot_engine because answer/context/source quality is weak."
"case_20260609_134452_615861","2026-06-09 13:44:52","ru","как создать счет-фактуру","Для создания счет-фактуры в системе Faktura.uz выполните следующие шаги:

**Краткий ответ**
Создать счет-фактуру можно через вкладку ""Рабочий стол"" или через боковое меню системы, выбрав раздел ""Документы"" и соответствующий шаблон. После этого необходимо заполнить все обязательные поля, включая данные о покупателе, товарах/услугах, ответственных лицах, и сохранить документ.

**Что можно проверить**
1.  **Начало создания:**
    *   Перейдите во вкладку **""Рабочий стол""** или
    *   Откройте раздел **""Документы""** в боковом меню системы, затем выберите **""Создать документ""**.
    *   После нажатия на кнопку **""Счет-фактура""**, выберите необходимый шаблон, например, **""Счет-фактура ФАРМ (ПКМ № 489)""**.
2.  **Заполнение основных данных:**
    *   Укажите **номер и дату счета-фактуры**, а также **данные договора**.
    *   По умолчанию тип счета-фактуры установлен как ""Стандартный"". Чтобы выбрать другой тип, нажмите на установленный по умолчанию вариант, после чего откроется список доступных типов.
3.  **Реквизиты покупателя:**
    *   В поле **""ИНН / ПИНФЛ покупателя""** введите ИНН или название организации. Остальные данные система заполнит автоматически.
4.  **Заполнение табличной части:**
    *   В поле **""ИКПУ и наименование товаров (работ, услуг)""** выберите необходимый идентификационный код товара (услуги). Если нужный код не отобразился, перейдите в раздел **""Настройки""**, затем в **""ИКПУ коды""** и добавьте его.
    *   Заполните поле **""Описание товаров (работ, услуг)""**.
    *   Выберите **единицу измерения товара (услуги)**.
    *   Выберите **происхождение товара** из списка (собственное производство, перепродажа, услуга, не участвую). Автоматический выбор происхождения можно настроить во вкладке **""Настройки""**.
    *   Чтобы добавить дополнительную строку в таблицу, нажмите на значок **«+»** или на кнопку **«Добавить ещё»**.
5.  **Указание ответственных лиц:**
    *   После заполнения табличной части необходимо указать **руководителя и главного бухгалтера** организации. Их можно выбрать из списка добавленных сотрудников или ввести Ф. И. О. вручную. Автоматическое заполнение этих полей можно настроить в разделе **«Настройки»**, затем в **«Реестры»**.
6.  **Сохранение документа:**
    *   Для сохранения данных и создания счета-фактуры нажмите на кнопку **«Создать документ»** в правом нижнем углу.
    *   Кнопка **«Просмотр»**, расположенная рядом, позволяет увидеть, как будет выглядеть ваш документ после создания.

**Источник / основание из базы:**
SOURCE 1, SOURCE 2, SOURCE 3, SOURCE 5.","Счет-фактура акциз (ПКМ № 489) – WIKI FAKTURA.pdf | distance = 5.9088664054870605; Счет-фактура ФАРМ(ПКМ № 489) – WIKI FAKTURA.pdf | distance = 5.92970085144043; Счет-фактура ФАРМ(ПКМ № 489) – WIKI FAKTURA.pdf | distance = 6.656713962554932; Акт-сверки(Роуминг) – WIKI FAKTURA.pdf | distance = 6.864534378051758; Счет-фактура акциз (ПКМ № 489) – WIKI FAKTURA.pdf | distance = 7.119963645935059","needs_review","weak_source_distance","","Auto-saved by bot_engine because answer/context/source quality is weak."
"case_20260609_134726_933002","2026-06-09 13:47:26","ru","как создать акт сверки","Для создания акта сверки в системе Faktura.uz, следуйте этим шагам:

**Краткий ответ:**
Акт сверки можно создать через ""Рабочий стол"" или боковое меню в разделе ""Документы"", выбрав ""Создать документ"". После этого откроется редактор, где нужно будет заполнить обязательные поля и данные таблицы.

**Что можно проверить:**
1.  **Начало создания:** Перейдите на вкладку ""Рабочий стол"" или откройте боковое меню системы.
2.  **Раздел документов:** Выберите раздел ""Документы"", а затем пункт ""Создать документ"".
3.  **Заполнение полей:** В открывшемся редакторе акта сверки необходимо заполнить:
    *   Номер и дату акта сверки.
    *   ИНН / ПИНФЛ партнера (название организации и ФИО директора заполнятся автоматически).
    *   В разделе ""Описание"" название организации и ФИО директора также заполнятся автоматически.
4.  **Таблица акта сверки:** Таблица разделена на две части: ""По данным Организации отправителя, сум"" и ""По данным Организации получателя, сум"".
    *   Поля ""Итого по договору"", ""Сальдо конечное по договору"", ""Обороты за период"" и ""Сальдо конечное"" заполняются автоматически. При необходимости ручного ввода нажмите кнопку ""Ручное вычисление"".
    *   Чтобы добавить новую строку, нажмите кнопку «Добавить новую строку». Для удаления строки используйте кнопку « » в нужной строке.
5.  **Несколько договоров:** Если акт сверки по нескольким договорам, вы можете добавить отдельную таблицу для каждого договора, нажав кнопку «Добавить новую таблицу».
6.  **Сохранение:** После заполнения всех данных, нажмите кнопку ""Сохранить"" в правом нижнем углу экрана.

**Источник / основание из базы:**
*   SOURCE 1, 4 (как создать акт сверки, поля для заполнения)
*   SOURCE 2 (разделы таблицы, ручное вычисление, добавление/удаление строк)
*   SOURCE 5 (добавление таблицы для нескольких договоров, сохранение документа)","Акт-сверки(Роуминг) – WIKI FAKTURA.pdf | distance = 7.131472110748291; Акт-сверки(Роуминг) – WIKI FAKTURA.pdf | distance = 8.241302490234375; Согласование документов – WIKI FAKTURA.pdf | distance = 8.457547187805176; Акт-сверки(Роуминг) – WIKI FAKTURA.pdf | distance = 8.540122985839844; Акт-сверки(Роуминг) – WIKI FAKTURA.pdf | distance = 8.65285587310791","needs_review","weak_source_distance","","Auto-saved by bot_engine because answer/context/source quality is weak."
"case_20260609_141918_809083","2026-06-09 14:19:18","ru","как создать гибридную почту","Чтобы создать гибридную почту, выполните следующие шаги:

**Краткий ответ**
1.  Перейдите в раздел ""Документы"" и выберите ""Гибридная почта"".
2.  Нажмите ""Создать гибридную почту"".
3.  Заполните поля ""Получатель"", ""Адрес получателя"" и прикрепите документ.

**Что можно проверить**
*   Убедитесь, что вы находитесь в боковом меню системы.
*   Проверьте, что вы заполнили все необходимые поля: ФИО/Организация получателя, адрес получателя и прикрепили нужный файл.

**Источник / основание из базы**
*   SOURCE 1: Гибридная почта – WIKI FAKTURA.pdf, раздел ""Создание гибридной почты"".","Гибридная почта – WIKI FAKTURA.pdf | distance = 6.234468460083008; Гибридная почта – WIKI FAKTURA.pdf | distance = 8.140311241149902; Массовая рассылка – WIKI FAKTURA.pdf | distance = 12.722698211669922; Массовая рассылка – WIKI FAKTURA.pdf | distance = 13.007669448852539; Массовая рассылка – WIKI FAKTURA.pdf | distance = 14.711494445800781","needs_review","weak_source_distance","","Auto-saved by bot_engine because answer/context/source quality is weak."
"case_20260609_141956_765365","2026-06-09 14:19:56","ru","как создать транспортную накладную","Чтобы создать товарно-транспортную накладную (ТТН), следуйте этим шагам:

**Краткий ответ:**
Создание ТТН включает заполнение данных о транспорте, адресах погрузки и доставки, информации о водителе и ответственном лице, а также сведений о перевозимом грузе.

**Что можно проверить:**
1.  **Данные транспорта:**
    *   В разделе ""Данные транспорта"" выберите тип ""Грузоперевозка"".
    *   Если автомобиль в лизинге, введите ИНН или ПИНФЛ владельца в строке ""Другие владельцы автомобилей"" для автоматического отображения сведений о транспорте.
    *   Укажите государственный номер и модель автомобиля.
2.  **Участники перевозки (если применимо):**
    *   Укажите ИНН Грузополучателя.
    *   Выберите Экспедитора (необязательно).
    *   Выберите Грузоперевозчика.
    *   Выберите Клиента (необязательно).
    *   Выберите Заказчика (необязательно).
    *   Укажите ИНН/ПИНФЛ ""Водителя"" и ""Ответственного лица, доставляющего груз"".
3.  **Адреса:**
    *   Выберите область и район, затем заполните поля ""Улица"" и ""Дом"" для адресов погрузки и доставки.
    *   Укажите данные долготы и широты.
4.  **Сведения о грузе:**
    *   Заполните табличную часть ТТН, выбирая ""ИКПУ и наименование товаров (работ, услуг)"".
    *   Укажите ""Общее расстояние (км)"" и ""Цена за 1 км"". ""Общая цена"" рассчитается автоматически.
    *   Если груз отправляется на несколько адресов, используйте кнопку ""Добавить груз"" для каждого дополнительного адреса и детализируйте информацию о грузе для каждого из них.
5.  **Сохранение:**
    *   Для сохранения данных и создания ТТН нажмите кнопку ""Сохранить"" в правом нижнем углу.

**Источник / основание из базы:**
*   SOURCE 1, SOURCE 2, SOURCE 4, SOURCE 5 (Товарно-транспортная накладная – WIKI FAKTURA.pdf)","Товарно-транспортная накладная – WIKI FAKTURA.pdf | distance = 6.923153400421143; Товарно-транспортная накладная – WIKI FAKTURA.pdf | distance = 7.283416748046875; Согласование документов – WIKI FAKTURA.pdf | distance = 8.112293243408203; Товарно-транспортная накладная – WIKI FAKTURA.pdf | distance = 8.199411392211914; Товарно-транспортная накладная – WIKI FAKTURA.pdf | distance = 8.206154823303223","needs_review","weak_source_distance","","Auto-saved by bot_engine because answer/context/source quality is weak."
"case_20260609_142211_887075","2026-06-09 14:22:11","ru","во время входа не появляется выбор ЭЦП","Возможно, проблема связана с доступностью или работой вашего сертификата ЭЦП.

**Что можно проверить:**
1.  Убедитесь, что ваш сертификат ЭЦП доступен на компьютере.
2.  Проверьте, корректно ли работает программа e-imzo, так как через нее происходит взаимодействие с ЭЦП.

**Основание:** SOURCE 1 (manual\_login\_001)","approved_case:manual_login_001 | distance = 4.50252103805542; Согласование документов – WIKI FAKTURA.pdf | distance = 7.2881760597229; Регистрация в системе Faktura.uz – WIKI FAKTURA.pdf | distance = 7.71683406829834; Регистрация в системе Faktura.uz – WIKI FAKTURA.pdf | distance = 8.169168472290039; Выбор оператора электронного документооборота – WIKI FAKTURA.pdf | distance = 8.43920612335205","needs_review","weak_source_distance","","Auto-saved by bot_engine because answer/context/source quality is weak."
"case_20260609_164408_738565","2026-06-09 16:44:08","ru","Ошибка 'Sorry, no matching options' при выборе ЭЦП ключа на странице регистрации Faktura.uz. Что делать, если не найдены сертификаты ЭРИ?","AI-модель временно недоступна из-за высокой нагрузки. Пожалуйста, попробуйте повторить запрос позже.","approved_case:manual_login_001 | distance = 6.51348352432251; Регистрация в системе Faktura.uz – WIKI FAKTURA.pdf | distance = 7.028526782989502; Доверенность(Роуминг) – WIKI FAKTURA.pdf | distance = 7.462338447570801; Регистрация в системе Faktura.uz – WIKI FAKTURA.pdf | distance = 7.654741287231445; Согласование документов – WIKI FAKTURA.pdf | distance = 7.702083587646484","needs_review","weak_source_distance","","Auto-saved by bot_engine because answer/context/source quality is weak."
"case_20260609_165106_530988","2026-06-09 16:51:06","ru","Проблема с выбором ЭРИ ключа при регистрации на Faktura.uz. Не найдено ни одного сертификата при регистрации.","Краткий ответ:
Если при регистрации в системе Faktura.uz не найдено ни одного сертификата ЭЦП, это может быть связано с тем, что система не видит ваш ЭЦП-ключ на компьютере.

Что можно проверить:
1.  **Доступность ЭЦП:** Убедитесь, что ваш сертификат ЭЦП доступен на компьютере и корректно работает через программу e-imzo (для взаимодействия с ЭЦП).
2.  **Повторите шаг регистрации:** Во время ""Шага 5: Выбор ЭЦП и установка пароля"" система должна предложить выбрать сертификат ЭЦП. Если вы не видите его, возможно, есть проблема с обнаружением ключа.

Если в базе нет точной инструкции:
В предоставленной базе знаний нет отдельной инструкции по устранению неполадок, если система не обнаруживает ЭЦП-ключи, кроме общего указания на их доступность и работу через e-imzo.

Источник / основание из базы:
*   ""Шаг 5: Выбор ЭЦП и установка пароля... После подтверждения контактных данных система предложит выбрать сертификат электронной цифровой подписи (ЭЦП). Выберите нужный сертификат организации или физического лица с вашего компьютера."" (SOURCE 4)
*   ""Если вход связан с ЭЦП, убедитесь, что сертификат ЭЦП доступен на компьютере и корректно работает через e-imzo."" (SOURCE 2)","Регистрация в системе Faktura.uz – WIKI FAKTURA.pdf | distance = 7.529058933258057; approved_case:manual_login_001 | distance = 8.65103530883789; Доверенность(Роуминг) – WIKI FAKTURA.pdf | distance = 9.499198913574219; Регистрация в системе Faktura.uz – WIKI FAKTURA.pdf | distance = 10.144536018371582; Регистрация в системе Faktura.uz – WIKI FAKTURA.pdf | distance = 10.288342475891113","needs_review","weak_source_distance","","Auto-saved by bot_engine because answer/context/source quality is weak."
"case_20260609_165135_015895","2026-06-09 16:51:35","ru","Почему система не видит ключи ЭЦП при входе? Как решить проблему с отсутствием ЭЦП?","Если система Faktura.uz не видит ключи ЭЦП при входе, это может быть связано с несколькими факторами, которые требуют проверки.

**Что можно проверить:**
1.  **Доступность ЭЦП на компьютере:** Убедитесь, что ваш сертификат ЭЦП доступен на компьютере, с которого вы пытаетесь войти в систему.
2.  **Работа e-imzo:** Проверьте, корректно ли работает программа e-imzo на вашем компьютере. Система Faktura.uz взаимодействует с ЭЦП через e-imzo.
3.  **Выбор сертификата:** Во время процесса регистрации или входа, система предлагает выбрать нужный сертификат ЭЦП с вашего компьютера. Важно, чтобы сертификат был распознан и выбран.
4.  **Для сотрудников:** Если вы входите как сотрудник, убедитесь, что вы были добавлены администратором и активировали приглашение.

**Если в базе нет точной инструкции:**
В базе знаний нет пошаговой инструкции по устранению неполадок с программой e-imzo, если она не работает корректно.

**Источник / основание из базы:**
*   approved_case:manual_login_001
*   Регистрация в системе Faktura.uz – WIKI FAKTURA.pdf","approved_case:manual_login_001 | distance = 4.278987884521484; Согласование документов – WIKI FAKTURA.pdf | distance = 5.405634880065918; Регистрация в системе Faktura.uz – WIKI FAKTURA.pdf | distance = 6.999483585357666; Регистрация в системе Faktura.uz – WIKI FAKTURA.pdf | distance = 7.170879364013672; Доверенность(Роуминг) – WIKI FAKTURA.pdf | distance = 7.5943498611450195","needs_review","weak_source_distance","","Auto-saved by bot_engine because answer/context/source quality is weak."
"case_20260609_165233_212697","2026-06-09 16:52:33","ru","Не отображается ключ ЭЦП при входе в систему Faktura.uz","Краткий ответ:
Если ключ ЭЦП не отображается при входе в систему Faktura.uz, это может быть связано с его доступностью или корректной работой на вашем компьютере.

Что можно проверить:
*   Убедитесь, что сертификат ЭЦП доступен на вашем компьютере.
*   Проверьте, корректно ли работает ваш сертификат ЭЦП через программу e-imzo.
*   Убедитесь, что вы прошли регистрацию в системе Faktura.uz с использованием этого сертификата ЭЦП, так как для входа в личный кабинет необходимо иметь сертификат ЭЦП и быть зарегистрированным.

Источник / основание из базы:
*   approved_case:manual_login_001
*   Доверенность(Роуминг) – WIKI FAKTURA.pdf","approved_case:manual_login_001 | distance = 2.844604969024658; Регистрация в системе Faktura.uz – WIKI FAKTURA.pdf | distance = 5.564021110534668; approved_case:manual_login_001 | distance = 6.601891994476318; Доверенность(Роуминг) – WIKI FAKTURA.pdf | distance = 7.720578670501709; Согласование документов – WIKI FAKTURA.pdf | distance = 7.884464740753174","needs_review","weak_source_distance","","Auto-saved by bot_engine because answer/context/source quality is weak."
"case_20260610_171154_760799","2026-06-10 17:11:54","ru","Ошибка 'Sorry, no matching options' при выборе ЭРИ ключа во время регистрации","Здравствуйте! Ошибка ""Sorry, no matching options"" при выборе ЭЦП-ключа во время регистрации обычно указывает на то, что система не может обнаружить доступные сертификаты ЭЦП на вашем компьютере.

*   *Что можно проверить:*
    1.  *Доступность сертификата ЭЦП:* Убедитесь, что ваш электронный цифровой ключ (ЭЦП) подключен к компьютеру и сертификат доступен.
    2.  *Работу e-imzo:* Проверьте, что приложение *e-imzo* установлено на вашем компьютере и корректно работает. Оно необходимо для взаимодействия с вашей ЭЦП.
    3.  *Выбор сертификата:* На шаге выбора ЭЦП система должна предложить выбрать сертификат организации или физического лица с вашего компьютера. Если список пуст, это может быть связано с некорректной работой *e-imzo* или отсутствием ЭЦП.

*   *Если в базе нет точной инструкции:*
    В базе знаний нет отдельной инструкции по устранению этой конкретной ошибки, но процесс регистрации подразумевает выбор *сертификата электронной цифровой подписи (ЭЦП)* с вашего компьютера после подтверждения контактных данных.

*   *Источник / основание из базы:*
    Информация основана на пункте ""Шаг 5: Выбор ЭЦП и установка пароля"" из документа ""Регистрация в системе Faktura.uz"", а также на общей информации об использовании ЭЦП с *e-imzo* (SOURCE 2, SOURCE 3).","Выбор оператора электронного документооборота – WIKI FAKTURA.pdf | distance = 11.96757698059082; Регистрация в системе Faktura.uz – WIKI FAKTURA.pdf | distance = 12.543233871459961; approved_case:manual_login_001 | distance = 12.76810359954834; Счет-фактура акциз (ПКМ № 489) – WIKI FAKTURA.pdf | distance = 13.137592315673828; Счет-фактура ФАРМ(ПКМ № 489) – WIKI FAKTURA.pdf | distance = 13.157500267028809","needs_review","weak_source_distance","","Auto-saved by bot_engine because answer/context/source quality is weak."
"case_20260610_172242_584551","2026-06-10 17:22:42","ru","при входе в аккаунт не появляется выбор ЭЦП","AI-модель временно недоступна из-за высокой нагрузки. Пожалуйста, попробуйте повторить запрос позже.","approved_case:manual_login_001 | distance = 3.853058099746704; Регистрация в системе Faktura.uz – WIKI FAKTURA.pdf | distance = 7.555817127227783; Согласование документов – WIKI FAKTURA.pdf | distance = 7.865276336669922; Регистрация в системе Faktura.uz – WIKI FAKTURA.pdf | distance = 8.363083839416504; Выбор оператора электронного документооборота – WIKI FAKTURA.pdf | distance = 8.515691757202148","needs_review","weak_source_distance","","Auto-saved by bot_engine because answer/context/source quality is weak."
