"case_id","ticket_id","datetime","language","question","admin_answer","category","source_type","source_id","status"
"call_center_367","367","2026-06-15 09:00:20","ru","Личное сообщение Telegram Ассалому алейкум Узбек тили O'zbekcha 👨‍💻 Operator 305 134 937 305134937 ТТН юборилмаяпти. Шунака хатолик бервотти","Здравствуйте! Вы обратились в службу поддержки Faktura.uz Assalomu alaykum! Siz Faktura.uz qo‘llab-quvvatlash xizmatiga murojaat qildingiz. Выберите язык! Tilni tanlang! Выберите язык! Tilni tanlang! Muammoingizni tezroq hal qilish uchun quyidagi kerakli bo‘limni tanlang. Kompaniyaning TIN (INN)/JSHIR (PINFL) raqamini kiriting: ❌ Soliq toʻlovchining identifikatsiya raqami (TIN) toʻliq 9 ta raqamdan iborat boʻlishi kerak. Iltimos, qayta urinib koʻring. Muammoni iloji boricha batafsil tavsiflang. Ko'rsating: • aniq nima ishlamayapti • qaysi bo'limda xatolik yuz berdi • xatodan oldin qanday harakatlar bajarilgan • xato matni (mavjud bo'lsa) Murojatingiz uchun raxmat rahmat! So‘rov raqamingiz: 367 Operator tez orada ulanadi. Ассалому алайкум Бу хатолик солик томонидан Солик Колл-центирига алокага чикиб коринг Faktura.uz qo‘llab-quvvatlash xizmatiga murojaat qilganingiz uchun rahmat. Agar muammoingiz hal qilingan bo‘lsa, iltimos, xizmat sifatini baholang. Sizning fikringiz xizmatimiz sifatini yanada yaxshilashga yordam beradi. Yaxshi kun tilaymiz!","call_center","call_center","367","raw"
"call_center_366","366","2026-06-15 08:59:02","ru","Личное сообщение Telegram /start Forwarded from Mr. Alixodjayev assalom alaykum https://app.faktura.uz/ru/document/details/eda1dc431db44d06ab06303f67848274?t=0 shu fakturani tekshirib berilar juantib bumayapti Forwarded from Mr. Alixodjayev Error accessing API "" http://marking-services-api.soliq.local/marking-invoice-validate-api/validation/validate-invoice-new "". Status: 400 Forwarded from Mr. Alixodjayev shuna oshibka beryapti shanbadan bere junatib bumayapti O'zbekcha 📨 Murojat yaratish 📤 Elektron hisob-faktura / hujjatlarni yuborish 205324196 Forwarded from Mr. Alixodjayev assalom alaykum https://app.faktura.uz/ru/document/details/eda1dc431db44d06ab06303f67848274?t=0 shu fakturani tekshirib berilar juantib bumayapti Forwarded from Mr. Alixodjayev Error accessing API "" http://marking-services-api.soliq.local/marking-invoice-validate-api/validation/validate-invoice-new "". Status: 400 Forwarded from Mr. Alixodjayev shuna oshibka beryapti shanbadan bere junatib bumayapti Error accessing API "" http://marking-services-api.soliq.local/marking-invoice-validate-api/validation/validate-invoice-new "". Status: 400 uzgarish yu Ctrl +f5 bosib qayta junatib kurdm lekin usha oshibka chiqyapti 📤 Elektron hisob-faktura / hujjatlarni yuborish","Благодарим что обратились в службу поддержки Faktura.uz! Время работы службы поддержки с 9:00 до 18:00. Просим вас обратиться по номеру +998998261406 Здравствуйте! Вы обратились в службу поддержки Faktura.uz Assalomu alaykum! Siz Faktura.uz qo‘llab-quvvatlash xizmatiga murojaat qildingiz. Выберите язык! Tilni tanlang! Muammoingizni tezroq hal qilish uchun quyidagi kerakli bo‘limni tanlang. Murojat turini tanlang: Kompaniyaning TIN (INN)/JSHIR (PINFL) raqamini kiriting: Muammoni iloji boricha batafsil tavsiflang. Ko'rsating: • aniq nima ishlamayapti • qaysi bo'limda xatolik yuz berdi • xatodan oldin qanday harakatlar bajarilgan • xato matni (mavjud bo'lsa) Murojatingiz uchun raxmat rahmat! So‘rov raqamingiz: 366 Operator tez orada ulanadi. Assalomu alaykum ctrl+f5 bosib qaytdan jonatib koring bu hujjatizdagi xatolik rouming tomonidan bovoti Assalomu alaykum markirovka gruhiga murojat eting markirovkeyiz boyicha xatolik bor","call_center","call_center","366","raw"
"call_center_365","365","2026-06-14 09:53:39","ru","Личное сообщение Telegram Русский здравствуйте! Руссский 📨 Создать заявку ❓ Другое 200049043 Тип ошибки: В одном из документов первой стороны по договору № 109-05 от 31.05.2026 указана дата, которая раньше даты самого договора ?","Благодарим что обратились в службу поддержки Faktura.uz! Время работы службы поддержки с 9:00 до 18:00. Просим вас обратиться по номеру +998998261406 Здравствуйте! Вы обратились в службу поддержки Faktura.uz Assalomu alaykum! Siz Faktura.uz qo‘llab-quvvatlash xizmatiga murojaat qildingiz. Выберите язык! Tilni tanlang! Для более быстрого решения вопроса выберите нужный раздел ниже. Выберите тип обращения: Введите ИНН/ПИНФЛ компании: Опишите проблему максимально подробно. Укажите: • что именно не работает • в каком разделе возникла ошибка • какие действия выполнялись до ошибки • текст ошибки (если есть) ❌ Описание слишком короткое. Пожалуйста, опишите проблему подробнее. Спасибо за обращение! Ваш номер заявки 365 . Уникальный номер заявки доступный оператору FUZ-14062026/0365 Оператор подключится в ближайшее время. Здравствуйте Чем я могу вам помочь Благодарим вас за обращение в службу поддержки Faktura.uz. Надеемся, что нам удалось помочь в решении вашего вопроса. Будем признательны, если вы оцените качество обслуживания. Спасибо за доверие и хорошего дня!","call_center","call_center","365","raw"
"call_center_364","364","2026-06-13 11:46:48","ru","Личное сообщение Telegram ❌ Tizim xatosi ❌ Tizim xatosi O'zbekcha 📨 Murojat yaratish ❌ Tizim xatosi 303047175 ID: 6a29415e6b450196518cea12 303047175 Фактура куринмаяпти ❌ Tizim xatosi ❌ Tizim xatosi ID: 6a29415e6b450196518cea12 303047175 Фактура куринмаяпти Куриб беринг Алоо ❌ Tizim xatosi ❌ Tizim xatosi 📤 Elektron hisob-faktura / hujjatlarni yuborish ❌ Tizim xatosi","Благодарим что обратились в службу поддержки Faktura.uz! Время работы службы поддержки с 9:00 до 18:00. Просим вас обратиться по номеру +998998261406 Здравствуйте! Вы обратились в службу поддержки Faktura.uz Assalomu alaykum! Siz Faktura.uz qo‘llab-quvvatlash xizmatiga murojaat qildingiz. Выберите язык! Tilni tanlang! Muammoingizni tezroq hal qilish uchun quyidagi kerakli bo‘limni tanlang. Murojat turini tanlang: Kompaniyaning TIN (INN)/JSHIR (PINFL) raqamini kiriting: Muammoni iloji boricha batafsil tavsiflang. Ko'rsating: • aniq nima ishlamayapti • qaysi bo'limda xatolik yuz berdi • xatodan oldin qanday harakatlar bajarilgan • xato matni (mavjud bo'lsa) Murojatingiz uchun raxmat rahmat! So‘rov raqamingiz: 364 Operator tez orada ulanadi. { hde-reply-to:6568 } assalomu aleykum https://app.faktura.uz/ru/document/details/8602406f64d146968bd3807d7887941b","call_center","call_center","364","raw"
"call_center_363","363","2026-06-13 09:58:25","ru","Личное сообщение Telegram -","Благодарим что обратились в службу поддержки Faktura.uz! Время работы службы поддержки с 9:00 до 18:00. Просим вас обратиться по номеру +998998261406 Здравствуйте! Вы обратились в службу поддержки Faktura.uz Assalomu alaykum! Siz Faktura.uz qo‘llab-quvvatlash xizmatiga murojaat qildingiz. Assalomu alaykum! Siz Faktura.uz qo‘llab-quvvatlash xizmatida murojaat yaratish jarayonini yakunlamaganingizni payqadik. Muammoingiz muvaffaqiyatli hal bo‘lgan deb umid qilamiz. Agar muammo hali ham dolzarb bo‘lsa, botdan foydalanish bo‘yicha yo‘riqnoma bilan tanishib chiqishingizni va murojaatni qayta yaratishingizni so‘raymiz. https://docs.google.com/document/d/1DZ28giJfT1IhzRfsA-5kaNCMjkFq6FOzTrk1coaVrHg/edit?tab=t.0#heading=h.5mjxlsxjk26t Xizmatlarimizdan foydalanganingiz uchun minnatdorchilik bildiramiz va ishlaringizga muvaffaqiyat tilaymiz!","call_center","call_center","363","raw"
"call_center_362","362","2026-06-12 19:57:55","ru","Личное сообщение Telegram /start НЕ могу зарегистрировать фирму Руссский 📨 Создать заявку 🔐 Проблема со входом 313054874 ❌ Ошибка в системе ❓ Другое 🔐 Проблема со входом Ваалайкум ассалом Faktura Support (fakturauzsupportbot) Ассалому алайкум Нма йордам беролиман Фирма ключи билан киролмаяпман ва регистрация хам килолмаяпман","Здравствуйте! Вы обратились в службу поддержки Faktura.uz Assalomu alaykum! Siz Faktura.uz qo‘llab-quvvatlash xizmatiga murojaat qildingiz. Выберите язык! Tilni tanlang! Для более быстрого решения вопроса выберите нужный раздел ниже. Выберите тип обращения: Введите ИНН/ПИНФЛ компании: Опишите проблему максимально подробно. Укажите: • что именно не работает • в каком разделе возникла ошибка • какие действия выполнялись до ошибки • текст ошибки (если есть) Спасибо за обращение! Ваш номер заявки 362 . Уникальный номер заявки доступный оператору FUZ-12062026/0362 Оператор подключится в ближайшее время. Ассалому алайкум Нма йордам беролиман Anydesk беролисизми Faktura.uz qo‘llab-quvvatlash xizmatiga murojaat qilganingiz uchun rahmat. Agar muammoingiz hal qilingan bo‘lsa, iltimos, xizmat sifatini baholang. Sizning fikringiz xizmatimiz sifatini yanada yaxshilashga yordam beradi. Yaxshi kun tilaymiz!","call_center","call_center","362","raw"
"call_center_361","361","2026-06-12 19:38:20","ru","Личное сообщение Telegram Ассалому алайкум соликдан шу фактурани отмен килолмаяпман O'zbekcha 📨 Murojat yaratish ❓ Boshqa 201913337 соликдан шу фактурани отмен килолмаяпман шу ердан удалить килсам соликда хам учадими Faktura Support (fakturauzsupportbot) Охшадими йук килиб курмадим 5 кун чида клиент фактурани кабул килиб булди Faktura Support (fakturauzsupportbot) Охшадими йук килиб курмадим 5 кун ичида клиент фактурани кабул килиб булди кегинги сафар килиб кураман энди соликдан ухшамаса Yoq","Здравствуйте! Вы обратились в службу поддержки Faktura.uz Assalomu alaykum! Siz Faktura.uz qo‘llab-quvvatlash xizmatiga murojaat qildingiz. Выберите язык! Tilni tanlang! Muammoingizni tezroq hal qilish uchun quyidagi kerakli bo‘limni tanlang. Murojat turini tanlang: Kompaniyaning TIN (INN)/JSHIR (PINFL) raqamini kiriting: Muammoni iloji boricha batafsil tavsiflang. Ko'rsating: • aniq nima ishlamayapti • qaysi bo'limda xatolik yuz berdi • xatodan oldin qanday harakatlar bajarilgan • xato matni (mavjud bo'lsa) Murojatingiz uchun raxmat rahmat! So‘rov raqamingiz: 361 Operator tez orada ulanadi. Отменит и удалит килин очиши кере соликда Ассалому алайкум Охшадими Бошка саволариз йокми Фактура уз бойича Faktura.uz qo‘llab-quvvatlash xizmatiga murojaat qilganingiz uchun rahmat. Agar muammoingiz hal qilingan bo‘lsa, iltimos, xizmat sifatini baholang. Sizning fikringiz xizmatimiz sifatini yanada yaxshilashga yordam beradi. Yaxshi kun tilaymiz!","call_center","call_center","361","raw"
"call_center_360","360","2026-06-12 17:25:02","ru","Личное сообщение Telegram /start Здравствуйте , из-за чего у меня не отображается ЭЦП в Faktura.uz , хотя в Didox отображается. Версия e-imzo ( 5.00 ) . Руссский 📨 Создать заявку 📤 ЭСФ / отправка документов 303085232 Здравствуйте , из-за чего у меня не отображается ЭЦП в Faktura.uz , хотя в Didox отображается. Версия e-imzo ( 5.00 ) . минуту 1 041 978 239 подключаетесь ? проблема не в этом ааа все действительно отображается все , понятно сейчас","Выберите язык! Tilni tanlang! Для более быстрого решения вопроса выберите нужный раздел ниже. Выберите тип обращения: Введите ИНН/ПИНФЛ компании: Опишите проблему максимально подробно. Укажите: • что именно не работает • в каком разделе возникла ошибка • какие действия выполнялись до ошибки • текст ошибки (если есть) Спасибо за обращение! Ваш номер заявки 360 . Уникальный номер заявки доступный оператору FUZ-12062026/0360 Оператор подключится в ближайшее время. Здравствуйте Можете дать Anydesk Захажу Ваш ключ видно ж Всо проблема решена Других вопросов нету у вас про Фактура уз Ети документы дидоксе ест которий вам нужны в дидоксе видно ети дакументи Благодарим вас за обращение в службу поддержки Faktura.uz. Надеемся, что нам удалось помочь в решении вашего вопроса. Будем признательны, если вы оцените качество обслуживания. Спасибо за доверие и хорошего дня!","call_center","call_center","360","raw"
"call_center_359","359","2026-06-12 17:19:58","ru","Личное сообщение Telegram https://my.soliq.uz/remotes-services/e-invoice/documents/view/6a2bac287dc7381fa8fb718c?docType=facturas&type=buyer Forwarded from Pharma https://my.soliq.uz/remotes-services/e-invoice/documents/view/6a2bac287dc7381fa8fb718c?docType=facturas&type=buyer O'zbekcha 👨‍💻 Operator 303970073 счет-фактура - фактура уз. га утмаган","Здравствуйте! Вы обратились в службу поддержки Faktura.uz Assalomu alaykum! Siz Faktura.uz qo‘llab-quvvatlash xizmatiga murojaat qildingiz. Выберите язык! Tilni tanlang! Muammoingizni tezroq hal qilish uchun quyidagi kerakli bo‘limni tanlang. Kompaniyaning TIN (INN)/JSHIR (PINFL) raqamini kiriting: Muammoni iloji boricha batafsil tavsiflang. Ko'rsating: • aniq nima ishlamayapti • qaysi bo'limda xatolik yuz berdi • xatodan oldin qanday harakatlar bajarilgan • xato matni (mavjud bo'lsa) Murojatingiz uchun raxmat rahmat! So‘rov raqamingiz: 359 Operator tez orada ulanadi. https://app.faktura.uz/ru/document/details/df8ec9c9682c4902a43d67bd36c60501 {hde-reply-to:6468}","call_center","call_center","359","raw"
"call_center_358","358","2026-06-12 15:58:28","ru","Личное сообщение Telegram Forwarded from Said Akbar ИНН 312489089 Фактура жунатиб булмаяпти бу нимадан? 312489089 O'zbekcha 📨 Murojat yaratish ❓ Boshqa 312489089 ИНН 312489089 Фактура жунатиб булмаяпти бу нимадан? Said Akbar (kadirovic_2006) ИНН 312489089 Фактура жунатиб булмаяпти бу нимадан? Бизга келган приходи хам дона булиб келган Said Akbar (kadirovic_2006) ИНН 312489089 Фактура жунатиб булмаяпти бу нимадан? Бизга келган приходи хам улчов бирлиги (дона) булиб келган","Здравствуйте! Вы обратились в службу поддержки Faktura.uz Assalomu alaykum! Siz Faktura.uz qo‘llab-quvvatlash xizmatiga murojaat qildingiz. Выберите язык! Tilni tanlang! Muammoingizni tezroq hal qilish uchun quyidagi kerakli bo‘limni tanlang. Murojat turini tanlang: Kompaniyaning TIN (INN)/JSHIR (PINFL) raqamini kiriting: Muammoni iloji boricha batafsil tavsiflang. Ko'rsating: • aniq nima ishlamayapti • qaysi bo'limda xatolik yuz berdi • xatodan oldin qanday harakatlar bajarilgan • xato matni (mavjud bo'lsa) Murojatingiz uchun raxmat rahmat! So‘rov raqamingiz: 358 Operator tez orada ulanadi. Assalomu alaykum bu ikpu boyicha soliqga murojat etishiz kerak ekan","call_center","call_center","358","raw"
"call_center_357","357","2026-06-12 15:48:32","ru","Ohangaransement reestr Ohangaransement reestrga UID bor shabloni qoshib berish kerak ispravitelniy yaratvotkanda nomer va datasi boyicha topolmayapti UIDni INN 200463344"," ","call_center","call_center","357","raw"
"call_center_354","354","2026-06-12 15:32:23","ru","Личное сообщение Telegram Руссский 📨 Создать заявку 🔐 Проблема со входом ИНН: 201 051 951 (00036 - AXBOROT HISOBLASH MARKAZI) филиал 201051951 Доступ запрещён этому пользователю по выбранному тарифу организации. Обратитесь администратору данной организации. Forwarded from Marina Forwarded from Marina мы филиал. не можем зайти. Forwarded from Marina с утра заходила в кабинет, после 10 00 выдаёт эту ошибку Forwarded from Marina мои контакты 94 642 76 99 можете фото скинуть. откуда надо сделать активный Forwarded from 0721 vot у нас активный спасибо вам. СУПЕР!","Выберите тип обращения: Введите ИНН/ПИНФЛ компании: ❌ ИНН должен состоять ровно из 9 цифр. Пожалуйста, попробуйте снова. Опишите проблему максимально подробно. Укажите: • что именно не работает • в каком разделе возникла ошибка • какие действия выполнялись до ошибки • текст ошибки (если есть) Спасибо за обращение! Ваш номер заявки 354 . Уникальный номер заявки доступный оператору FUZ-12062026/0354 Оператор подключится в ближайшее время. Здравствуйте чем могу вам помочь Ваш кабинет не активный стоит В настройке зайдите там сотрудни есть и там активний делайте Вот так стоит у вас Вот так у вас стоит Он так должен бит Хорошего вам дня Благодарим вас за обращение в службу поддержки Faktura.uz. Надеемся, что нам удалось помочь в решении вашего вопроса. Будем признательны, если вы оцените качество обслуживания. Спасибо за доверие и хорошего дня!","call_center","call_center","354","raw"
"call_center_353","353","2026-06-12 15:30:32","ru","Личное сообщение Telegram /start O'zbekcha 📨 Murojat yaratish 📤 Elektron hisob-faktura / hujjatlarni yuborish 309289274 Черновикда турган акт сверка хужжатини имзолашда шунака хатолик","Здравствуйте! Вы обратились в службу поддержки Faktura.uz Assalomu alaykum! Siz Faktura.uz qo‘llab-quvvatlash xizmatiga murojaat qildingiz. Выберите язык! Tilni tanlang! Muammoingizni tezroq hal qilish uchun quyidagi kerakli bo‘limni tanlang. Murojat turini tanlang: Kompaniyaning TIN (INN)/JSHIR (PINFL) raqamini kiriting: Muammoni iloji boricha batafsil tavsiflang. Ko'rsating: • aniq nima ishlamayapti • qaysi bo'limda xatolik yuz berdi • xatodan oldin qanday harakatlar bajarilgan • xato matni (mavjud bo'lsa) Murojatingiz uchun raxmat rahmat! So‘rov raqamingiz: 353 Operator tez orada ulanadi. Ассалмому алайкум Бу масала бойича бзани програмистла ишлашвоти Тогирланиши блан сизга хабар бераман","call_center","call_center","353","raw"
"call_center_352","352","2026-06-12 14:50:26","ru","Личное сообщение Telegram /start","Здравствуйте! Вы обратились в службу поддержки Faktura.uz Assalomu alaykum! Siz Faktura.uz qo‘llab-quvvatlash xizmatiga murojaat qildingiz. Assalomu alaykum! Siz Faktura.uz qo‘llab-quvvatlash xizmatida murojaat yaratish jarayonini yakunlamaganingizni payqadik. Muammoingiz muvaffaqiyatli hal bo‘lgan deb umid qilamiz. Agar muammo hali ham dolzarb bo‘lsa, botdan foydalanish bo‘yicha yo‘riqnoma bilan tanishib chiqishingizni va murojaatni qayta yaratishingizni so‘raymiz. https://docs.google.com/document/d/1DZ28giJfT1IhzRfsA-5kaNCMjkFq6FOzTrk1coaVrHg/edit?tab=t.0#heading=h.5mjxlsxjk26t Xizmatlarimizdan foydalanganingiz uchun minnatdorchilik bildiramiz va ishlaringizga muvaffaqiyat tilaymiz!","call_center","call_center","352","raw"
"call_center_350","350","2026-06-12 13:35:44","ru","Личное сообщение Telegram /start Не могу отправить акт-сверки. Руссский 📨 Создать заявку 📤 ЭСФ / отправка документов 200599579 Не могу отправить акт-сверки Спасибо","Здравствуйте! Вы обратились в службу поддержки Faktura.uz Assalomu alaykum! Siz Faktura.uz qo‘llab-quvvatlash xizmatiga murojaat qildingiz. Выберите язык! Tilni tanlang! Для более быстрого решения вопроса выберите нужный раздел ниже. Выберите тип обращения: Введите ИНН/ПИНФЛ компании: Опишите проблему максимально подробно. Укажите: • что именно не работает • в каком разделе возникла ошибка • какие действия выполнялись до ошибки • текст ошибки (если есть) Спасибо за обращение! Ваш номер заявки 350 . Уникальный номер заявки доступный оператору FUZ-12062026/0350 Оператор подключится в ближайшее время. здравствуйте сегодня заработает попробуйте отправить позже Благодарим вас за обращение в службу поддержки Faktura.uz. Надеемся, что нам удалось помочь в решении вашего вопроса. Будем признательны, если вы оцените качество обслуживания. Спасибо за доверие и хорошего дня!","call_center","call_center","350","raw"
"call_center_348","348","2026-06-12 12:39:32","ru","Личное сообщение Telegram Русский Добрый день, отправили доверенности 2 штуки почему то не садится в личный кабинет доверенного лица Руссский 📨 Создать заявку 📤 ЭСФ / отправка документов 305048781 Добрый день, отправили доверенности 2 штуки почему то не садится в личный кабинет доверенного лица https://app.faktura.uz/ru/document/details/fee4a896717c46ac976d2ace58e0c68a?t=0 выходит такая ошибка при подписании доверенности Forwarded from Bek","Здравствуйте! Вы обратились в службу поддержки Faktura.uz Assalomu alaykum! Siz Faktura.uz qo‘llab-quvvatlash xizmatiga murojaat qildingiz. Выберите язык! Tilni tanlang! Для более быстрого решения вопроса выберите нужный раздел ниже. Выберите тип обращения: Введите ИНН/ПИНФЛ компании: Опишите проблему максимально подробно. Укажите: • что именно не работает • в каком разделе возникла ошибка • какие действия выполнялись до ошибки • текст ошибки (если есть) Спасибо за обращение! Ваш номер заявки 348 . Уникальный номер заявки доступный оператору FUZ-12062026/0348 Оператор подключится в ближайшее время. По вашему запросу направляем ссылку для просмотра документа: 🔗 https://app.faktura.uz/ru/document/details/fee4a896717c46ac976d2ace58e0c68a Если потребуется дополнительная консультация или возникнут вопросы, будем рады помочь. Колл центр солик позвоните про этому ошибку Етот ошибка со стороны Солик Благодарим вас за обращение в службу поддержки Faktura.uz. Надеемся, что нам удалось помочь в решении вашего вопроса. Будем признательны, если вы оцените качество обслуживания. Спасибо за доверие и хорошего дня!","call_center","call_center","348","raw"
"call_center_347","347","2026-06-12 12:27:44","ru","Личное сообщение Telegram Assalomu alekum 👨‍💻 Operator O'zbekcha 👨‍💻 Operator 201051951 Assalomu alekum.shu nima sababdan xatolik chiqarvotti","Здравствуйте! Вы обратились в службу поддержки Faktura.uz Assalomu alaykum! Siz Faktura.uz qo‘llab-quvvatlash xizmatiga murojaat qildingiz. Выберите язык! Tilni tanlang! Muammoingizni tezroq hal qilish uchun quyidagi kerakli bo‘limni tanlang. Kompaniyaning TIN (INN)/JSHIR (PINFL) raqamini kiriting: Muammoni iloji boricha batafsil tavsiflang. Ko'rsating: • aniq nima ishlamayapti • qaysi bo'limda xatolik yuz berdi • xatodan oldin qanday harakatlar bajarilgan • xato matni (mavjud bo'lsa) ❌ Tavsif juda qisqa. Iltimos, muammoni batafsilroq tasvirlab bering. Murojatingiz uchun raxmat rahmat! So‘rov raqamingiz: 347 Operator tez orada ulanadi. Assalomu aleykum bu xatolikni ustidan xozir to'g'irlash ishlarini olib boryapmiz. Mutaxasislarimiz bugun tugatishga xarakat qilishadi Yana qanday yordam ko'rsatoliman? Faktura.uz qo‘llab-quvvatlash xizmatiga murojaat qilganingiz uchun rahmat. Agar muammoingiz hal qilingan bo‘lsa, iltimos, xizmat sifatini baholang. Sizning fikringiz xizmatimiz sifatini yanada yaxshilashga yordam beradi. Yaxshi kun tilaymiz!","call_center","call_center","347","raw"
"call_center_346","346","2026-06-12 11:33:26","ru","Личное сообщение Telegram 📨 Murojat yaratish Ассалому алейкум O'zbekcha 👨‍💻 Operator 310778664 Ҳужжат IDси ( Didox.uz ): 14d3c68862f511f1a305fa163ea3fd69 Ҳужжат IDси ( Rouming.uz ): 6a264984be395c1dfb519fed куринмаяпти шу счф","Здравствуйте! Вы обратились в службу поддержки Faktura.uz Assalomu alaykum! Siz Faktura.uz qo‘llab-quvvatlash xizmatiga murojaat qildingiz. Выберите язык! Tilni tanlang! Muammoingizni tezroq hal qilish uchun quyidagi kerakli bo‘limni tanlang. Kompaniyaning TIN (INN)/JSHIR (PINFL) raqamini kiriting: Muammoni iloji boricha batafsil tavsiflang. Ko'rsating: • aniq nima ishlamayapti • qaysi bo'limda xatolik yuz berdi • xatodan oldin qanday harakatlar bajarilgan • xato matni (mavjud bo'lsa) Murojatingiz uchun raxmat rahmat! So‘rov raqamingiz: 346 Operator tez orada ulanadi. Siz so‘ragan hujjatni quyidagi havola orqali ko‘rib chiqishingiz mumkin: 🔗 https://app.faktura.uz/ru/document/details/514a56072d6a41f1b6dd1bc4c9221a54 Qo‘shimcha savollar yuzaga kelsa, mamnuniyat bilan yordam beramiz. Faktura.uz qo‘llab-quvvatlash xizmatiga murojaat qilganingiz uchun rahmat. Agar muammoingiz hal qilingan bo‘lsa, iltimos, xizmat sifatini baholang. Sizning fikringiz xizmatimiz sifatini yanada yaxshilashga yordam beradi. Yaxshi kun tilaymiz!","call_center","call_center","346","raw"
"call_center_345","345","2026-06-12 10:57:16","ru","Личное сообщение Telegram Русский добрый день. В солике счет фактура отказана, но в фактуре.уз в отказанных ее нет Руссский 👨‍💻 Оператор 203608943 обрый день. В солике счет фактура отказана, но в фактуре.уз в отказанных ее нет Добрый день. В солике счет фактура отказана, но в фактуре.уз в отказанных ее нет Добрый день. В солике счет фактура отказана, но в фактуре.уз в отказанных ее нет. ID: 6a1e711c10ec843b54cfd566 Спасибо большое","Здравствуйте! Вы обратились в службу поддержки Faktura.uz Assalomu alaykum! Siz Faktura.uz qo‘llab-quvvatlash xizmatiga murojaat qildingiz. Выберите язык! Tilni tanlang! Для более быстрого решения вопроса выберите нужный раздел ниже. Введите ИНН/ПИНФЛ компании: Опишите проблему максимально подробно. Укажите: • что именно не работает • в каком разделе возникла ошибка • какие действия выполнялись до ошибки • текст ошибки (если есть) Спасибо за обращение! Ваш номер заявки 345 . Уникальный номер заявки доступный оператору FUZ-12062026/0345 Оператор подключится в ближайшее время. Assalomu alaykum https://app.faktura.uz/ru/document/details/9168d7655bf24c3a898912415f7a4191 tekshirib ko'ringchi Благодарим вас за обращение в службу поддержки Faktura.uz. Надеемся, что нам удалось помочь в решении вашего вопроса. Будем признательны, если вы оцените качество обслуживания. Спасибо за доверие и хорошего дня!","call_center","call_center","345","raw"
"call_center_344","344","2026-06-12 09:44:41","ru","Личное сообщение Telegram /start Assalomu Aleykum O'zbekcha 📨 Murojat yaratish 📤 Elektron hisob-faktura / hujjatlarni yuborish","Здравствуйте! Вы обратились в службу поддержки Faktura.uz Assalomu alaykum! Siz Faktura.uz qo‘llab-quvvatlash xizmatiga murojaat qildingiz. Выберите язык! Tilni tanlang! Muammoingizni tezroq hal qilish uchun quyidagi kerakli bo‘limni tanlang. Murojat turini tanlang: Kompaniyaning TIN (INN)/JSHIR (PINFL) raqamini kiriting: Assalomu alaykum! Siz Faktura.uz qo‘llab-quvvatlash xizmatida murojaat yaratish jarayonini yakunlamaganingizni payqadik. Muammoingiz muvaffaqiyatli hal bo‘lgan deb umid qilamiz. Agar muammo hali ham dolzarb bo‘lsa, botdan foydalanish bo‘yicha yo‘riqnoma bilan tanishib chiqishingizni va murojaatni qayta yaratishingizni so‘raymiz. https://docs.google.com/document/d/1DZ28giJfT1IhzRfsA-5kaNCMjkFq6FOzTrk1coaVrHg/edit?tab=t.0#heading=h.5mjxlsxjk26t Xizmatlarimizdan foydalanganingiz uchun minnatdorchilik bildiramiz va ishlaringizga muvaffaqiyat tilaymiz!","call_center","call_center","344","raw"
"call_center_343","343","2026-06-12 09:41:43","ru","Личное сообщение Telegram /start Тип ошибки: Error accessing Tasnif-Api. Status: 502 O'zbekcha 📨 Murojat yaratish ❌ Tizim xatosi Тип ошибки: Error accessing Tasnif-Api. Status: 502 📤 Elektron hisob-faktura / hujjatlarni yuborish 52707046500062 Тип ошибки: Error accessing Tasnif-Api. Status: 502 343 qanchada ishlidi hop","Здравствуйте! Вы обратились в службу поддержки Faktura.uz Assalomu alaykum! Siz Faktura.uz qo‘llab-quvvatlash xizmatiga murojaat qildingiz. Выберите язык! Tilni tanlang! Muammoingizni tezroq hal qilish uchun quyidagi kerakli bo‘limni tanlang. Murojat turini tanlang: Kompaniyaning TIN (INN)/JSHIR (PINFL) raqamini kiriting: ❌ Soliq toʻlovchining identifikatsiya raqami (TIN) toʻliq 9 ta raqamdan iborat boʻlishi kerak. Iltimos, qayta urinib koʻring. ❌ Soliq toʻlovchining identifikatsiya raqami (TIN) toʻliq 9 ta raqamdan iborat boʻlishi kerak. Iltimos, qayta urinib koʻring. Muammoni iloji boricha batafsil tavsiflang. Ko'rsating: • aniq nima ishlamayapti • qaysi bo'limda xatolik yuz berdi • xatodan oldin qanday harakatlar bajarilgan • xato matni (mavjud bo'lsa) Murojatingiz uchun raxmat rahmat! So‘rov raqamingiz: 343 Operator tez orada ulanadi. Ассалому алайкум {hde-reply-to:6177} Бу ошибка соликдан Аник вокти йок Сог болинг саломат болинг Faktura.uz qo‘llab-quvvatlash xizmatiga murojaat qilganingiz uchun rahmat. Agar muammoingiz hal qilingan bo‘lsa, iltimos, xizmat sifatini baholang. Sizning fikringiz xizmatimiz sifatini yanada yaxshilashga yordam beradi. Yaxshi kun tilaymiz!","call_center","call_center","343","raw"
